"Customweb_BarclaycardCw::Card issuer country does not match with the IP address country.","Card issuer country does not match with the IP address country."
"Customweb_BarclaycardCw::Card issuer country does not match with the billing country.","Card issuer country does not match with the billing country."
"Customweb_BarclaycardCw::Carrier Title","Carrier Title"
"Customweb_BarclaycardCw::Carte Bleue","Carte Bleue"
"Customweb_BarclaycardCw::Check out faster","Check out faster"
"Customweb_BarclaycardCw::Check to activate the external checkout.","Check to activate the external checkout."
"Customweb_BarclaycardCw::Checkout","Checkout"
"Customweb_BarclaycardCw::Checkout as Guest","Checkout as a guest"
"Customweb_BarclaycardCw::Checkout as a Guest or Register","Checkout as a guest or register"
"Customweb_BarclaycardCw::Checkout as a new customer","Checkout as a new customer"
"Customweb_BarclaycardCw::Checkout using your account","Checkout using your account"
"Customweb_BarclaycardCw::Checkout with MasterPass.","Buy with MasterPass."
"Customweb_BarclaycardCw::Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status.","Choose settlement after order in case you want an invoice to be created with your order. The status of the invoice will be set according to your specified capture status."
"Customweb_BarclaycardCw::Company Commercial Number","Company Commercial Number"
"Customweb_BarclaycardCw::Confirm Password","Confirm Password"
"Customweb_BarclaycardCw::Continue","Continue"
"Customweb_BarclaycardCw::Copy the SHA-IN signature in the module and in the back-end of Barclaycard under the menu Technical Information > Origin Verification.","Copy the SHA-IN signature in the module and in the back-end of Barclaycard under Technical Information > Origin Verification."
"Customweb_BarclaycardCw::Copy the SHA-OUT signature in the module and in the back-end of Barclaycard under and Technical Information > Transaction Feedback.","Copy the SHA-OUT signature in the module and in the back-end of Barclaycard under Technical Information > Transaction Feedback."
"Customweb_BarclaycardCw::Could not convert object of type '!type' to string.","Could not convert object of type '!type' to string."
"Customweb_BarclaycardCw::Could not find a brand for the given card number.","Could not find a brand for the given card number."
"Customweb_BarclaycardCw::Could not find pressed button.","Could not find pressed button."
"Customweb_BarclaycardCw::Could not find template file at default location '!location'.","Could not find template file at default location '!location'."
"Customweb_BarclaycardCw::Could not find the payment method !paymentMethodName.","Could not find the payment method !paymentMethodName."
"Customweb_BarclaycardCw::Could not load layout from URL !url. Reason: !reason","Could not load layout from URL !url. Reason: !reason"
"Customweb_BarclaycardCw::Country Check","Country Check"
"Customweb_BarclaycardCw::Create Account","Create Account"
"Customweb_BarclaycardCw::Create New Order - Payment","Create New Order - Payment"
"Customweb_BarclaycardCw::Create a recurring payment, with an existing alias is not supported","Creating a recurring payment with an existing alias is not supported."
"Customweb_BarclaycardCw::Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd.","Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd."
"Customweb_BarclaycardCw::Creating an account has many benefits:","Creating an account has many benefits:"
"Customweb_BarclaycardCw::Creation Date","Creation Date"
"Customweb_BarclaycardCw::Credit Card Brands","Credit Card Brands"
"Customweb_BarclaycardCw::Credit Memo History","Credit Memo History"
"Customweb_BarclaycardCw::Credit Memo Totals","Credit Memo Totals"
"Customweb_BarclaycardCw::Credit memo's total must be positive.","Credit memo's total must be positive."
"Customweb_BarclaycardCw::Currency","Currency"
"Customweb_BarclaycardCw::Current Configuration Scope:","Current Configuration Scope:"
"Customweb_BarclaycardCw::Customer Account","Customer account"
"Customweb_BarclaycardCw::Customer Alias Management","Customer Alias Management"
"Customweb_BarclaycardCw::Customer failed to pay","Customer failed to pay"
"Customweb_BarclaycardCw::Customer successfully returned from BarclaycardCw","Customer successfully returned from BarclaycardCw"
"Customweb_BarclaycardCw::Customer successfully returned from Barclaycard","Customer successfully returned from the BarclaycardCw payment page."
"Customweb_BarclaycardCw::Customer sucessfully returned from the BarclaycardCw payment page.","Customer successfully returned from the BarclaycardCw payment page."
"Customweb_BarclaycardCw::Customers","Customers"
"Customweb_BarclaycardCw::Customweb","Customweb"
"Customweb_BarclaycardCw::Date","Date"
"Customweb_BarclaycardCw::Date of Birth","Date of birth"
"Customweb_BarclaycardCw::Day","Day"
"Customweb_BarclaycardCw::Deactivate","Deactivate"
"Customweb_BarclaycardCw::Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finalize your order please create an account below or checkout as a guest."
"Customweb_BarclaycardCw::Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Customweb_BarclaycardCw::Default Config","Default Configuration"
"Customweb_BarclaycardCw::Default Values","Default Values"
"Customweb_BarclaycardCw::Deferred","Deferred"
"Customweb_BarclaycardCw::Deferred (authorization)","Deferred (authorisation)"
"Customweb_BarclaycardCw::Deferred capturing","Deferred capturing"
"Customweb_BarclaycardCw::Deferred settlement","Deferred settlement"
"Customweb_BarclaycardCw::Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Customweb_BarclaycardCw::Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Customweb_BarclaycardCw::Define here the title which is shown on the payment page. If no title is defined here the default one is used.","Define here the title which is shown on the payment page. If no title is defined here the default one is used."
"Customweb_BarclaycardCw::Delayed","Deferred"
"Customweb_BarclaycardCw::Delete","Delete"
"Customweb_BarclaycardCw::Delivery address","Delivery address"
"Customweb_BarclaycardCw::Denmark (DK)","Denmark (DK)"
"Customweb_BarclaycardCw::Description","Description"
"Customweb_BarclaycardCw::Diners Club","Diners Club"
"Customweb_BarclaycardCw::Direct Debits","Direct Debits (ELV)"
"Customweb_BarclaycardCw::Direct E-Banking","Direct E-Banking"
"Customweb_BarclaycardCw::Direct Link","Direct Link"
"Customweb_BarclaycardCw::Direct capture after order","Direct capturing"
"Customweb_BarclaycardCw::Directly after order","Direct capturing"
"Customweb_BarclaycardCw::Directly after order (sale)","Direct capturing"
"Customweb_BarclaycardCw::Disabled","Deactivated"
"Customweb_BarclaycardCw::Discount","Discount"
"Customweb_BarclaycardCw::Discount Amount","Discount Amount"
"Customweb_BarclaycardCw::Discover Card","Discover"
"Customweb_BarclaycardCw::Do never mark the transaction as uncertain, except those from countries listed below.","Never mark the transaction as uncertain, except those from countries listed below."
"Customweb_BarclaycardCw::Don't change order status","Don't change order status"
"Customweb_BarclaycardCw::Don't change the layout of the payment page","Don't change the layout of the payment page"
"Customweb_BarclaycardCw::Don't use template (standard Barclaycard)","Don't use template (standard Barclaycard)"
"Customweb_BarclaycardCw::During authorization","During the authorisation"
"Customweb_BarclaycardCw::Dynamic Template","Dynamic Template"
"Customweb_BarclaycardCw::Edit","Edit"
"Customweb_BarclaycardCw::Edit Invoice %s","Edit Invoice %s"
"Customweb_BarclaycardCw::Email Address","Email Address"
"Customweb_BarclaycardCw::Empty version number field name","Empty version number field name"
"Customweb_BarclaycardCw::Enable or disable logging.","Enable or disable logging."
"Customweb_BarclaycardCw::Enable the desired payment methods.","Enable the desired payment methods."
"Customweb_BarclaycardCw::Enable the payment method","Enable this payment method"
"Customweb_BarclaycardCw::Enabled","Enabled"
"Customweb_BarclaycardCw::Enter the PSPID for the test and live (if available) mode.","Enter the PSP ID for the test and live mode (if available)."
"Customweb_BarclaycardCw::Enter the PSPID of Barclaycard.","Enter the PSPID of Barclaycard."
"Customweb_BarclaycardCw::Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;.","Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;"
"Customweb_BarclaycardCw::Enter the date on which your card expires.","Enter the card expiry date."
"Customweb_BarclaycardCw::Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard."
"Customweb_BarclaycardCw::Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard."
"Customweb_BarclaycardCw::Enter the test PSPID of Barclaycard.","Enter the PSPID of Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard."
"Customweb_BarclaycardCw::Equens (Direct Debits NL)","Equens (Direct Debits NL)"
"Customweb_BarclaycardCw::Error with the length of the validation date.","Error with the length of the validation date."
"Customweb_BarclaycardCw::Excl. Tax","Excl. Tax"
"Customweb_BarclaycardCw::Expiry date contains non-numeric data.","Expiry date contains non-numeric data"
"Customweb_BarclaycardCw::Expiry date is in wrong format.","Expiry date is in wrong format"
"Customweb_BarclaycardCw::Expiry date must be in the future.","Expiry date must be set in the future"
"Customweb_BarclaycardCw::External Checkout","External Checkout"
"Customweb_BarclaycardCw::External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Customweb_BarclaycardCw::Failed","Failed"
"Customweb_BarclaycardCw::Failed payment authorization.","The authorization failed."
"Customweb_BarclaycardCw::Failure during cancellation of the transaction. (Cancellation reason: Customer did not pay","Failure during cancellation of the transaction. Cancellation reason: Customer did not pay"
"Customweb_BarclaycardCw::Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction.","Failure during  the transaction capture. Check the ____paymentServiceProvider____ backend for the current state of the transaction."
"Customweb_BarclaycardCw::Female","Female"
"Customweb_BarclaycardCw::Figure !number:","Figure !number:"
"Customweb_BarclaycardCw::Finland (FI)","Finland (FI)"
"Customweb_BarclaycardCw::Font Family","Font Family"
"Customweb_BarclaycardCw::For a maintenance request a payment id must be set on the transaction.","For a maintenance request a payment ID must be defined for the transaction."
"Customweb_BarclaycardCw::Forgot Your Password?","Forgot Your Password?"
"Customweb_BarclaycardCw::Forgot your password?","Forgot your password?"
"Customweb_BarclaycardCw::France (FR)","France (FR)"
"Customweb_BarclaycardCw::Gender","Gender"
"Customweb_BarclaycardCw::Germany","Germany (DE)"
"Customweb_BarclaycardCw::Germany (DE)","Germany (DE)"
"Customweb_BarclaycardCw::Germany (no code)","Germany (no code)"
"Customweb_BarclaycardCw::Get Update","Get Update"
"Customweb_BarclaycardCw::Great Britain (GB)","Great Britain (GB)"
"Customweb_BarclaycardCw::Green","Green"
"Customweb_BarclaycardCw::HTTP Status Changes URL","HTTP Status Changes URL"
"Customweb_BarclaycardCw::HTTP Status for Refused Payments","HTTP Status for Refused Payments"
"Customweb_BarclaycardCw::HTTP Status for Successful Payments","HTTP Status for Successful Payments"
"Customweb_BarclaycardCw::Hash calculation method","Hash calculation method"
"Customweb_BarclaycardCw::Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one PSPID. In order to use this module, an additional module is required.","Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one Barclaycard account. In order to use this module, an additional module is required."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Barclaycard. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Barclaycard. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Barclaycard. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Customweb_BarclaycardCw::Hide","Hide"
"Customweb_BarclaycardCw::Horizontally grouped logos with no group names","Horizontally grouped logos with no group names"
"Customweb_BarclaycardCw::Horizontally grouped logos with the name on the left side","Horizontally grouped logos with the name on the left side"
"Customweb_BarclaycardCw::IBAN","IBAN"
"Customweb_BarclaycardCw::IBAN number","Bank account number (IBAN)"
"Customweb_BarclaycardCw::IP country and billing country code must match.","IP country and billing country code must match."
"Customweb_BarclaycardCw::IP country code and issuer country code must match.","IP country code and issuer country code must match."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, the item will be reserved until the payment is cancelled (see timeout option below). Activate this option if you do NOT wish to reserve the item in case of an aborted or failed payment. The order will then be cancelled immediately."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order already being canceled."
"Customweb_BarclaycardCw::If it is not applicable leave the field empty.","If it is not applicable leave the field empty."
"Customweb_BarclaycardCw::If the Alias Manager is used, the intended purpose is shown to the customer on the payment page. Through this the customer knows why his data is saved.","If the Alias Manager is active, the feature's purpose is explained to the customer on the payment page. The customer is thereby informed about the reason for saving his data."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","If the status is 'Pending' it is unclear whether the transaction will be captured successfully."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","If the status is 'Pending' it is unclear whether the transaction will be refunded successfully."
"Customweb_BarclaycardCw::If the test mode is selected the test PSPID is used and the test SHA passphrases.","In the test mode the test PSPID and test pass phrases are used automatically."
"Customweb_BarclaycardCw::If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"Customweb_BarclaycardCw::If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"Customweb_BarclaycardCw::If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"Customweb_BarclaycardCw::If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our Magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Customweb_BarclaycardCw::Image Brand Selection","Image Brand Selection"
"Customweb_BarclaycardCw::In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands."
"Customweb_BarclaycardCw::In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Barclaycard. This setting controlls the display of them.","In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Barclaycard. This setting controls which are displayed."
"Customweb_BarclaycardCw::In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"Customweb_BarclaycardCw::In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is on hold until the transaction reaches the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Customweb_BarclaycardCw::Inactive","Inactive"
"Customweb_BarclaycardCw::Incl. Tax","Incl. Tax"
"Customweb_BarclaycardCw::Information","Information"
"Customweb_BarclaycardCw::Ingenico (Direct Debits AT)","Ingenico (Direct Debits AT)"
"Customweb_BarclaycardCw::Intended purpose of alias","Intended purpose of alias"
"Customweb_BarclaycardCw::Invalid CVC format.","Invalid CVC format"
"Customweb_BarclaycardCw::Invalid expiry month.","Invalid expiry month"
"Customweb_BarclaycardCw::Invalid login or password.","Invalid login or password."
"Customweb_BarclaycardCw::Invoice Items","Invoice Items"
"Customweb_BarclaycardCw::Invoice Settlement","Invoice Settlement"
"Customweb_BarclaycardCw::Invoice Totals","Invoice Totals"
"Customweb_BarclaycardCw::Invoice settlement","Invoice settlement"
"Customweb_BarclaycardCw::Invoice was created successfully","Invoice was successfully created"
"Customweb_BarclaycardCw::Invoices","Invoices"
"Customweb_BarclaycardCw::Issue Number","Issue Number"
"Customweb_BarclaycardCw::Issuer country code and billing country code.","Issuer country code and billing country code."
"Customweb_BarclaycardCw::It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Customweb_BarclaycardCw::Italy (IT)","Italy (IT)"
"Customweb_BarclaycardCw::Item","Item"
"Customweb_BarclaycardCw::Items","Items"
"Customweb_BarclaycardCw::Items Refunded","Items Refunded"
"Customweb_BarclaycardCw::JCB","JCB"
"Customweb_BarclaycardCw::Klarna","Klarna"
"Customweb_BarclaycardCw::Learn More","Learn More"
"Customweb_BarclaycardCw::Live HMAC Key","Live HMAC Key"
"Customweb_BarclaycardCw::Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Customweb_BarclaycardCw::Live Mode","Live Mode"
"Customweb_BarclaycardCw::Live PSPID","Live PSPID"
"Customweb_BarclaycardCw::Live Password","Live Password"
"Customweb_BarclaycardCw::Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Customweb_BarclaycardCw::Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Customweb_BarclaycardCw::Logging","Logging"
"Customweb_BarclaycardCw::Login","Login"
"Customweb_BarclaycardCw::Login & Register","Login & Register"
"Customweb_BarclaycardCw::Login and password are required.","Login and password are required."
"Customweb_BarclaycardCw::Logo","Logo"
"Customweb_BarclaycardCw::Maestro","Maestro"
"Customweb_BarclaycardCw::Maestro UK","Maestro UK"
"Customweb_BarclaycardCw::Mail Order / Telephone Order (MoTo)","Mail Order/Telephone Order (MoTo)"
"Customweb_BarclaycardCw::Mail order/telephone order authorization","Mail order/telephone order authorization"
"Customweb_BarclaycardCw::Make sure that the request method is set to POST.","Make sure that the request method is set to POST."
"Customweb_BarclaycardCw::Male","Male"
"Customweb_BarclaycardCw::Manage Stores","Manage Stores"
"Customweb_BarclaycardCw::Manage Barclaycard Aliases","Manage Barclaycard Aliases"
"Customweb_BarclaycardCw::Mark all transactions as uncertain, except those from countries listed below.","Mark all transactions as uncertain, except those from countries listed below."
"Customweb_BarclaycardCw::MasterCard","MasterCard"
"Customweb_BarclaycardCw::MasterPass","MasterPass"
