"Customweb_BarclaycardCw::Captured Status","Captured Status"
"Customweb_BarclaycardCw::Captures","Captures"
"Customweb_BarclaycardCw::Captures & Refunds","Captures & Refunds"
"Customweb_BarclaycardCw::Capturing","Capturing"
"Customweb_BarclaycardCw::Card Expiration","Kaart vervaldatum"
"Customweb_BarclaycardCw::Card Expiry Date","Card Vervaldatum"
"Customweb_BarclaycardCw::Card Holder Name","Kaarthouder"
"Customweb_BarclaycardCw::Card IP address country does not match with the billing country.","Kaart IP-adres land niet overeenkomen met het land facturering."
"Customweb_BarclaycardCw::Card Number","Kaartnummer"
"Customweb_BarclaycardCw::Card issue country was on the black list and hence the transaction is marked as uncertain.","Card issue land was op de zwarte lijst en daarmee de transactie is gemarkeerd als onzeker."
"Customweb_BarclaycardCw::Card issue country was on the white list and hence the transaction is marked as uncertain.","Card issue land was op de witte lijst en daarmee de transactie is gemarkeerd als onzeker."
"Customweb_BarclaycardCw::Card issuer country does not match with the IP address country.","Kaartuitgever land komt niet overeen met het IP-adres land."
"Customweb_BarclaycardCw::Card issuer country does not match with the billing country.","Kaartuitgever land niet overeenkomen met het land facturering."
"Customweb_BarclaycardCw::Carrier Title","Carrier Title"
"Customweb_BarclaycardCw::Carte Bleue","Carte Bleue"
"Customweb_BarclaycardCw::Check out faster","Check out faster"
"Customweb_BarclaycardCw::Check to activate the external checkout.","Check to activate the external checkout."
"Customweb_BarclaycardCw::Checkout","Checkout"
"Customweb_BarclaycardCw::Checkout as Guest","Checkout as Guest"
"Customweb_BarclaycardCw::Checkout as a Guest or Register","Checkout as a Guest or Register"
"Customweb_BarclaycardCw::Checkout as a new customer","Checkout as a new customer"
"Customweb_BarclaycardCw::Checkout using your account","Checkout using your account"
"Customweb_BarclaycardCw::Checkout with MasterPass.","Checkout with MasterPass."
"Customweb_BarclaycardCw::Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Selecteer 'Creatie na de bestelling' als u wilt dat een factuur wordt gecreëerd. De status van de bestelling is gebaseerd op de boeken van de status."
"Customweb_BarclaycardCw::Company Commercial Number","Company Commerciële Nummer"
"Customweb_BarclaycardCw::Confirm Password","Confirm Password"
"Customweb_BarclaycardCw::Continue","Voortzetten"
"Customweb_BarclaycardCw::Copy the SHA-IN signature in the module and in the back-end of Barclaycard under the menu Technical Information > Origin Verification.","Kopieer de SHA-IN handtekening in de module en in de back-end van Barclaycard onder hTechnical Information > Origin Verification."
"Customweb_BarclaycardCw::Copy the SHA-OUT signature in the module and in the back-end of Barclaycard under and Technical Information > Transaction Feedback.","Kopieer de SHA-OUT handtekening in de module en in de back-end van Barclaycard onder Technical Information > Transaction Feedback."
"Customweb_BarclaycardCw::Could not convert object of type '!type' to string.","Kan niet converteren object van het type '!type' naar een string."
"Customweb_BarclaycardCw::Could not find a brand for the given card number.","Kan een merk voor de opgegeven kaartnummer niet vinden."
"Customweb_BarclaycardCw::Could not find pressed button.","Kon ingedrukte knop niet vinden."
"Customweb_BarclaycardCw::Could not find template file at default location '!location'.","Kan template bestand niet vinden op standaard locatie '!location'."
"Customweb_BarclaycardCw::Could not find the payment method !paymentMethodName.","Kan de betaalmethode !paymentMethodName niet vinden."
"Customweb_BarclaycardCw::Could not load layout from URL !url. Reason: !reason","Kon layout niet laden van URL !url. Reden: !reason"
"Customweb_BarclaycardCw::Country Check","Land verificatie"
"Customweb_BarclaycardCw::Create Account","Create Account"
"Customweb_BarclaycardCw::Create New Order - Payment","Create New Order - Payment"
"Customweb_BarclaycardCw::Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Customweb_BarclaycardCw::Create the SHA signatures (SHA-IN and SHA-OUT) with the !linkStart SHA signatures generator !linkEnd.","Maak de SHA handtekening (SHA-IN en SHA-OUT) met het !linkStart SHA handtekeningen generator !linkEnd."
"Customweb_BarclaycardCw::Creating an account has many benefits:","Creating an account has many benefits:"
"Customweb_BarclaycardCw::Creation Date","Creation Date"
"Customweb_BarclaycardCw::Credit Card Brands","Credit Card Brands"
"Customweb_BarclaycardCw::Credit Memo History","Credit Memo History"
"Customweb_BarclaycardCw::Credit Memo Totals","Credit Memo Totals"
"Customweb_BarclaycardCw::Credit memo's total must be positive.","Did you mean: Credit memos total must be positive.Totale creditnota's moet positief zijn."
"Customweb_BarclaycardCw::Currency","Valuta"
"Customweb_BarclaycardCw::Current Configuration Scope:","Huidige omvang van de configuratie:"
"Customweb_BarclaycardCw::Customer Account","Customer Account"
"Customweb_BarclaycardCw::Customer Alias Management","Customer Alias Management"
"Customweb_BarclaycardCw::Customer failed to pay","Customer failed to pay"
"Customweb_BarclaycardCw::Customer successfully returned from BarclaycardCw","De cliënt heeft met succes teruggekeerd van BarclaycardCw."
"Customweb_BarclaycardCw::Customer successfully returned from Barclaycard","Klant met succes terug uit Barclaycard"
"Customweb_BarclaycardCw::Customer sucessfully returned from the BarclaycardCw payment page.","Customer sucessfully returned from the BarclaycardCw payment page."
"Customweb_BarclaycardCw::Customers","Customers"
"Customweb_BarclaycardCw::Customweb","Customweb"
"Customweb_BarclaycardCw::Date","Datum"
"Customweb_BarclaycardCw::Date of Birth","Geboortedatum"
"Customweb_BarclaycardCw::Day","Dag"
"Customweb_BarclaycardCw::Deactivate","Deactivate"
"Customweb_BarclaycardCw::Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Customweb_BarclaycardCw::Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Customweb_BarclaycardCw::Default Config","Standaardconfiguratie"
"Customweb_BarclaycardCw::Default Values","Default Values"
"Customweb_BarclaycardCw::Deferred","Uitgestelde"
"Customweb_BarclaycardCw::Deferred (authorization)","Deferred (authorization)"
"Customweb_BarclaycardCw::Deferred capturing","De vertraagde boeking"
"Customweb_BarclaycardCw::Deferred settlement","Vertraagde creatie"
"Customweb_BarclaycardCw::Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Customweb_BarclaycardCw::Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Customweb_BarclaycardCw::Define here the title which is shown on the payment page. If no title is defined here the default one is used.","Define here the title which is shown on the payment page. If no title is defined here the default one is used."
"Customweb_BarclaycardCw::Delayed","Vertraagd"
"Customweb_BarclaycardCw::Delete","Verwijder"
"Customweb_BarclaycardCw::Delivery address","Afleveradres"
"Customweb_BarclaycardCw::Denmark (DK)","Denmark (DK)"
"Customweb_BarclaycardCw::Description","Beschrijving"
"Customweb_BarclaycardCw::Diners Club","Diners Club"
"Customweb_BarclaycardCw::Direct Debits","Direct Debits"
"Customweb_BarclaycardCw::Direct E-Banking","Direct E-Banking"
"Customweb_BarclaycardCw::Direct Link","Direct Link"
"Customweb_BarclaycardCw::Direct capture after order","Directe boeking"
"Customweb_BarclaycardCw::Directly after order","Direct na bestelling"
"Customweb_BarclaycardCw::Directly after order (sale)","Directly after order (sale)"
"Customweb_BarclaycardCw::Disabled","Invalide"
"Customweb_BarclaycardCw::Discount","Discount"
"Customweb_BarclaycardCw::Discount Amount","Bedrag van de korting"
"Customweb_BarclaycardCw::Discover Card","Discover Card"
"Customweb_BarclaycardCw::Do never mark the transaction as uncertain, except those from countries listed below.","Mis nooit de transactie markeren als onzeker, behalve die van hieronder vermelde landen."
"Customweb_BarclaycardCw::Don't change order status","Heeft orderstatus niet wijzigen"
"Customweb_BarclaycardCw::Don't change the layout of the payment page","Geen verandering van de lay-out van de betaalpagina"
"Customweb_BarclaycardCw::Don't use template (standard Barclaycard)","Geen template gebruiken (standaard Barclaycard)"
"Customweb_BarclaycardCw::During authorization","Tijdens de autorisatie"
"Customweb_BarclaycardCw::Dynamic Template","Dynamische Template"
"Customweb_BarclaycardCw::Edit","Bewerken"
"Customweb_BarclaycardCw::Edit Invoice #%s","Edit Invoice #%s"
"Customweb_BarclaycardCw::Edit Invoice %s","Edit Invoice %s"
"Customweb_BarclaycardCw::Email Address","Email Address"
"Customweb_BarclaycardCw::Empty version number field name","Empty version number field name"
"Customweb_BarclaycardCw::Enable or disable logging.","Enable or disable logging."
"Customweb_BarclaycardCw::Enable the desired payment methods.","Activeer de gewenste betaalmethodes."
"Customweb_BarclaycardCw::Enable the payment method","Betaalmethode inschakelen"
"Customweb_BarclaycardCw::Enabled","Ingeschakeld"
"Customweb_BarclaycardCw::Enter the PSPID for the test and live (if available) mode.","Voer de PSP ID voor de test en wonen (indien beschikbaar) modus."
"Customweb_BarclaycardCw::Enter the PSPID of Barclaycard.","Vul hier je PSPID van Barclaycard ingeven."
"Customweb_BarclaycardCw::Enter the URLs in the PSP Technical Information > Transaction Feedback. Make sure that the feedback is set to &quot;Online but switch to a deferred request when the online requests fail&quot;.","Voer de URL's in de PSP Technical Information > Transaction Feedback. Zorg ervoor dat de feedback is ingesteld op&quot;Online maar overschakelen naar een uitgestelde aanvraag bij het ​​online aanvragen fail&quot;."
"Customweb_BarclaycardCw::Enter the date on which your card expires.","Voer de vervaldatum van de kaart"
"Customweb_BarclaycardCw::Enter the live SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Voer de live SHA-IN passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Barclaycard."
"Customweb_BarclaycardCw::Enter the live SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Voer de live SHA-OUT passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Barclaycard."
"Customweb_BarclaycardCw::Enter the test PSPID of Barclaycard.","Vul hier je test PSPID van Barclaycard ingeven."
"Customweb_BarclaycardCw::Enter the test SHA-IN passphrase. This value must be identical to the one in the back-end of Barclaycard.","Voer de test SHA-IN passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Barclaycard."
"Customweb_BarclaycardCw::Enter the test SHA-OUT passphrase. This value must be identical to the one in the back-end of Barclaycard.","Voer de test SHA-OUT passphrase in te voeren. Deze waarde moet gelijk zijn aan die in de back-end van Barclaycard."
"Customweb_BarclaycardCw::Equens (Direct Debits NL)","Equens (Direct Debits NL)"
"Customweb_BarclaycardCw::Error with the length of the validation date.","Error with the length of the validation date."
"Customweb_BarclaycardCw::Excl. Tax","Excl. belasting"
"Customweb_BarclaycardCw::Expiry date contains non-numeric data.","Vervaldatum bevat niet-numerieke gegevens."
"Customweb_BarclaycardCw::Expiry date is in wrong format.","Vervaldatum is in de verkeerde indeling."
"Customweb_BarclaycardCw::Expiry date must be in the future.","Vervaldatum moet in de toekomst."
"Customweb_BarclaycardCw::External Checkout","External Checkout"
"Customweb_BarclaycardCw::External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Customweb_BarclaycardCw::Failed","Mislukt"
"Customweb_BarclaycardCw::Failed payment authorization.","Mislukte betaling toestemming."
"Customweb_BarclaycardCw::Failure during cancellation of the transaction. (Cancellation reason: Customer did not pay","Falen tijdens de annulering van de transactie. Annulering reden: de klant heeft niet betaald"
"Customweb_BarclaycardCw::Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction.","Failure during capturing of the transaction. Check the ____paymentServiceProvider____ backend for the current state of the transaction."
"Customweb_BarclaycardCw::Female","Vrouw"
"Customweb_BarclaycardCw::Figure !number:","Figure !number:"
"Customweb_BarclaycardCw::Finland (FI)","Finland (FI)"
"Customweb_BarclaycardCw::Font Family","Font Family"
"Customweb_BarclaycardCw::For a maintenance request a payment id must be set on the transaction.","Voor een verzoek om onderhoud een betaling id moet worden ingesteld op de transactie."
"Customweb_BarclaycardCw::Forgot Your Password?","Forgot Your Password?"
"Customweb_BarclaycardCw::Forgot your password?","Forgot your password?"
"Customweb_BarclaycardCw::France (FR)","Frankrijk (FR)"
"Customweb_BarclaycardCw::Gender","Geslacht"
"Customweb_BarclaycardCw::Germany","Duitsland"
"Customweb_BarclaycardCw::Germany (DE)","Germany (DE)"
"Customweb_BarclaycardCw::Germany (no code)","Duitsland (geen code)"
"Customweb_BarclaycardCw::Get Update","Get Update"
"Customweb_BarclaycardCw::Great Britain (GB)","Groot-Brittannië (GB)"
"Customweb_BarclaycardCw::Green","Green"
"Customweb_BarclaycardCw::HTTP Status Changes URL","URL voor HTTP Status Wijzigingen"
"Customweb_BarclaycardCw::HTTP Status for Refused Payments","Status voor geweigerde betalingen ((volgens een HTTP verzoek om statusverandering)"
"Customweb_BarclaycardCw::HTTP Status for Successful Payments","Status voor succesvolle betalingen (volgens een HTTP verzoek om statusverandering)"
"Customweb_BarclaycardCw::Hash calculation method","Hash berekening"
"Customweb_BarclaycardCw::Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one PSPID. In order to use this module, an additional module is required.","Hier kunt u een Winkel ID definiëren. Dit is alleen nodig als je wilt om verschillende winkels te werken met een PSPID. Om deze module is een extra module vereist."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Customweb_BarclaycardCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Barclaycard. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Hier kunt u een bestel prefix voor de order definiëren. Het voorvoegsel kunt u het ordernummer dat wordt doorgegeven aan Barclaycard veranderen. Het voorvoegsel moet de tag {id} bevatten. Het zal dan worden vervangen door het ordernummer (bijv. name_{id})."
"Customweb_BarclaycardCw::Hide","Hide"
"Customweb_BarclaycardCw::Horizontally grouped logos with no group names","Horizontaal gegroepeerd logo's zonder groepsnamen"
"Customweb_BarclaycardCw::Horizontally grouped logos with the name on the left side","Horizontaal gegroepeerd logo met de naam aan de linkerkant"
"Customweb_BarclaycardCw::IBAN","IBAN"
"Customweb_BarclaycardCw::IBAN number","IBAN-nummer"
"Customweb_BarclaycardCw::IP country and billing country code must match.","IP land en facturering landcode moeten overeenkomen."
"Customweb_BarclaycardCw::IP country code and issuer country code must match.","IP landcode en emittent landcode moeten overeenkomen."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Als er slechts een product op voorraad is en de betaling van de klant (de exacte koopt dit product) faalt, zolang het product wordt gereserveerd tot de bestelling wordt geannuleerd (zie Time-out optie). Schakel deze optie in als u NIET wilt dat het product zal worden gereserveerd. Bestellingen met een mislukte of afgebroken status van de betaling wordt meteen geannuleerd."
"Customweb_BarclaycardCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"Customweb_BarclaycardCw::If it is not applicable leave the field empty.","Als het niet van toepassing laat het veld leeg."
"Customweb_BarclaycardCw::If the Alias Manager is used, the intended purpose is shown to the customer on the payment page. Through this the customer knows why his data is saved.","Als de Alias ​​Manager wordt gebruikt, wordt de doel weergegeven aan de klant op de betaalpagina. Zo weet de klant waarom de gegevens zijn opgeslagen."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden geannuleerd."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden vastgelegd."
"Customweb_BarclaycardCw::If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden terugbetaald."
"Customweb_BarclaycardCw::If the test mode is selected the test PSPID is used and the test SHA passphrases.","In de testmodus de test PSPID en de test SHA test passphrase worden automatisch gebruikt"
"Customweb_BarclaycardCw::If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"Customweb_BarclaycardCw::If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"Customweb_BarclaycardCw::If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"Customweb_BarclaycardCw::If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Customweb_BarclaycardCw::Image Brand Selection","Image Brand Selection"
"Customweb_BarclaycardCw::In case hidden authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","Bij verborgen bevoegdheid gebruik wordt gemaakt, is het merk van de creditcard gedetecteerd door het kaartnummer en het kaartnummer wordt dienovereenkomstig gevalideerd. Met deze instelling kan de beperking van de toegestane merken."
"Customweb_BarclaycardCw::In case the payment page is used with this payment method the different credit card brands are listed on the payment page of Barclaycard. This setting controlls the display of them.","In het geval dat de betaalpagina wordt gebruikt met deze betaalmethode de verschillende credit card merken staan ​​vermeld op de betaalpagina van Barclaycard. Deze instelling controlls de weergave van hen."
"Customweb_BarclaycardCw::In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"Customweb_BarclaycardCw::In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Customweb_BarclaycardCw::Inactive","Inactief"
"Customweb_BarclaycardCw::Incl. Tax","Incl. belasting"
"Customweb_BarclaycardCw::Information","Information"
"Customweb_BarclaycardCw::Ingenico (Direct Debits AT)","Ingenico (Direct Debits AT)"
"Customweb_BarclaycardCw::Intended purpose of alias","Doel van de alias"
"Customweb_BarclaycardCw::Invalid CVC format.","Ongeldige CVC-formaat."
"Customweb_BarclaycardCw::Invalid expiry month.","Invalid expiry month."
"Customweb_BarclaycardCw::Invalid login or password.","Invalid login or password."
"Customweb_BarclaycardCw::Invoice Items","Factuur items"
